#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321AA1EA8
#Date Time: 2020-05-19 16:47:40.564
#Sample rate: 1e+08Hz
#Samples: 4096

Time (s),Digital wave
1.878e-05,1084
1.879e-05,2
1.88e-05,0
1.881e-05,0
1.882e-05,0
1.883e-05,0
1.884e-05,1084
1.885e-05,1084
1.886e-05,1084
1.887e-05,1084
1.888e-05,1084
1.889e-05,1825
1.89e-05,1825
1.891e-05,1825
1.892e-05,1825
1.893e-05,1825
1.894e-05,3126
1.895e-05,3126
1.896e-05,3126
1.897e-05,3126
1.898e-05,3126
1.899e-05,1825
1.9e-05,1825
1.901e-05,1825
1.902e-05,1825
1.903e-05,1825
1.904e-05,2270
1.905e-05,1855
1.906e-05,4095
1.907e-05,4095
1.908e-05,4095
1.909e-05,3899
1.91e-05,1825
1.911e-05,1825
1.912e-05,1825
1.913e-05,1825
1.914e-05,3126
1.915e-05,3126
1.916e-05,3126
1.917e-05,3126
1.918e-05,3126
1.919e-05,1825
1.92e-05,1825
1.921e-05,1825
1.922e-05,1825
1.923e-05,1825
1.924e-05,1084
1.925e-05,1084
1.926e-05,1084
1.927e-05,1084
1.928e-05,1084
1.929e-05,2
1.93e-05,0
1.931e-05,0
1.932e-05,0
1.933e-05,0
1.934e-05,1084
1.935e-05,1084
1.936e-05,1084
1.937e-05,1084
1.938e-05,1084
1.939e-05,1825
1.94e-05,1825
1.941e-05,1825
1.942e-05,1825
1.943e-05,1825
1.944e-05,3126
1.945e-05,3126
1.946e-05,3126
1.947e-05,3126
1.948e-05,3126
1.949e-05,1825
1.95e-05,1825
1.951e-05,1825
1.952e-05,1825
1.953e-05,1825
1.954e-05,2270
1.955e-05,1855
1.956e-05,4095
1.957e-05,4095
1.958e-05,4095
1.959e-05,4061
1.96e-05,2268
1.961e-05,2268
1.962e-05,2268
1.963e-05,2268
1.964e-05,967
1.965e-05,967
1.966e-05,967
1.967e-05,967
1.968e-05,967
1.969e-05,2268
1.97e-05,2268
1.971e-05,2268
1.972e-05,2268
1.973e-05,2268
1.974e-05,3009
1.975e-05,3009
1.976e-05,3009
1.977e-05,3009
1.978e-05,3009
1.979e-05,1854
1.98e-05,4094
1.981e-05,4094
1.982e-05,4094
1.983e-05,4094
1.984e-05,3017
1.985e-05,3009
1.986e-05,3009
1.987e-05,3009
1.988e-05,3009
1.989e-05,2268
1.99e-05,2268
1.991e-05,2268
1.992e-05,2268
1.993e-05,2268
1.994e-05,967
1.995e-05,967
1.996e-05,967
1.997e-05,967
1.998e-05,967
1.999e-05,2268
2e-05,2268
2.001e-05,2268
2.002e-05,2268
2.003e-05,2268
2.004e-05,1827
2.005e-05,4095
2.006e-05,4095
2.007e-05,4095
2.008e-05,4095
2.009e-05,3903
2.01e-05,1825
2.011e-05,1825
2.012e-05,1825
2.013e-05,1825
2.014e-05,3126
2.015e-05,3126
2.016e-05,3126
2.017e-05,3126
2.018e-05,3126
2.019e-05,1825
2.02e-05,1825
2.021e-05,1825
2.022e-05,1825
2.023e-05,1825
2.024e-05,1084
2.025e-05,1084
2.026e-05,1084
2.027e-05,1084
2.028e-05,1084
2.029e-05,2
2.03e-05,0
2.031e-05,0
2.032e-05,0
2.033e-05,0
2.034e-05,1084
2.035e-05,1084
2.036e-05,1084
2.037e-05,1084
2.038e-05,1084
2.039e-05,1825
2.04e-05,1825
2.041e-05,1825
2.042e-05,1825
2.043e-05,1825
2.044e-05,3126
2.045e-05,3126
2.046e-05,3126
2.047e-05,3126
2.048e-05,3126
